dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,16.290768,12.558498,16.449061,1.068363,-2.962963,0.000000,0.012307
0.050000,16.340480,12.559031,16.498776,0.920215,-2.962963,0.000000,0.009160
0.050000,16.382786,12.559362,16.541083,0.772067,-2.962963,-0.000000,0.006472
0.050000,16.417685,12.559549,16.575982,0.623918,-2.962963,0.000000,0.004246
0.050000,16.445177,12.559642,16.603474,0.475770,-2.962963,-0.000000,0.002489
0.050000,16.465262,12.559679,16.623559,0.327622,-2.962963,0.000000,0.001202
0.050000,16.477939,12.559689,16.636237,0.179474,-2.962963,-0.000000,0.000389
0.050000,16.483209,12.559690,16.641507,0.031326,-2.962963,0.000000,0.000050
0.050000,16.483992,12.559690,16.642290,0.000000,-0.626516,46.728939,0.000000
0.050000,16.483992,12.559690,16.642290,0.000000,0.000000,12.530321,0.000000
